,azi,fn,ft
148,297.6536312849162,445.696407699752,-67.7218259185925
149,299.66480446927375,443.2003631595759,-67.49570146717251
150,301.67597765363126,440.7530138592594,-67.26925376818235
151,303.6871508379888,438.3559065875465,-67.0427487295471
152,305.69832402234636,436.0123014354683,-66.81660714326466
153,307.70949720670393,433.72551136161206,-66.5912500001701
154,309.72067039106145,431.4980048153465,-66.36701483856899
155,311.73184357541896,429.33214688079175,-66.1442236486816
156,313.7430167597765,427.2301981270262,-65.9231821809703
157,315.75418994413405,425.1943137559655,-65.70417936809685
158,317.7653631284916,423.2382849455551,-65.47914080091824
159,319.77653631284915,421.36441600290823,-65.24808794280527
160,321.78770949720666,419.5593148395509,-65.02155222689511
161,323.79888268156424,417.82091220729797,-64.79912962312525
162,325.81005586592175,416.1555296446707,-64.58177875129942
163,327.82122905027927,414.56466959838815,-64.36968280230938
164,329.83240223463685,413.0497302655736,-64.16300929283855
165,331.8435754189944,411.6120067998308,-63.96191046120089
166,333.85474860335194,410.25269272942336,-63.76652375903783
167,335.86592178770945,408.9728815694241,-63.57697243385051
168,337.877094972067,407.77356860829,-63.39336619624456
169,339.88826815642454,406.65565284795775,-63.215801964670995
170,341.8994413407821,405.6199390752885,-63.04436467937904
171,343.91061452513964,404.6671400415702,-62.87912817629582
172,345.9217877094972,403.7978787258475,-62.72015611063495
173,347.9329608938547,403.01269065717406,-62.567502919251645
174,349.94413407821224,402.31202627045457,-62.42121481012923
175,351.95530726256976,401.6962532708234,-62.28133076709674
176,353.96648044692733,401.16565897919827,-62.14788355637818
177,355.9776536312849,400.7204526413058,-62.02090072592633
178,357.9888268156424,400.36566545486903,-61.896921918226916
179,360.0,400.1207294455093,-61.76215834387201
